student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2306,5,yes,0.0,I think I understand the main concepts from this exercise..
S2306,6,no,,
S2306,7,yes,2.0,I completed the assignment based on the course materials..
S2306,8,yes,1.0,I tried to apply the methods we discussed in class..
S2306,9,yes,0.0,I think I understand the main concepts from this exercise..
S2306,10,no,,
S2306,11,yes,4.0,I completed what was asked for..
S2306,12,no,,
S2306,13,yes,1.0,I followed the guidelines..
S2306,14,yes,1.0,I submitted the work..
S2306,15,yes,2.0,I turned in the assignment..
S2306,16,no,,
S2307,1,yes,1.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2307,2,yes,0.0,I completed the assignment based on the course materials..
S2307,3,yes,2.0,I think I understand the main concepts from this exercise..
S2307,4,no,,
S2307,5,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2307,6,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2307,7,yes,1.0,I completed the assignment based on the course materials..
S2307,8,yes,1.0,I reviewed the readings and completed the analysis..
S2307,9,yes,1.0,I tried to apply the methods we discussed in class..
S2307,10,yes,1.0,I completed the assignment based on the course materials..
S2307,11,yes,1.0,I reviewed the readings and completed the analysis..
S2307,12,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2307,13,yes,0.0,I followed the instructions and addressed all the requirements..
S2307,14,yes,2.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2307,15,yes,1.0,I think I understand the main concepts from this exercise..
S2307,16,yes,2.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2308,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2308,2,yes,0.0,This connects well with what we studied in previous weeks..
S2308,3,yes,2.0,The examples in class really helped me understand the concepts better..
S2308,4,yes,0.0,This connects well with what we studied in previous weeks..
S2308,5,yes,0.0,I reviewed the readings and completed the analysis..
S2308,6,yes,1.0,I tried to apply the methods we discussed in class..
S2308,7,yes,2.0,I tried to apply the methods we discussed in class..
S2308,8,yes,0.0,I completed the assignment based on the course materials..
S2308,9,no,,
S2308,10,yes,1.0,I completed the assignment based on the course materials..
S2308,11,yes,0.0,I turned in the assignment..
S2308,12,yes,1.0,I turned in the assignment..
S2308,13,no,,
S2308,14,yes,0.0,I followed the guidelines..
S2308,15,yes,0.0,I completed what was asked for..
S2308,16,yes,0.0,I did the assignment as required..
S2309,1,yes,0.0,I think I understand the main concepts from this exercise..
S2309,2,yes,2.0,I completed the assignment based on the course materials..
S2309,3,yes,1.0,I followed the instructions and addressed all the requirements..
S2309,4,yes,0.0,I followed the instructions and addressed all the requirements..
S2309,5,yes,1.0,This connects well with what we studied in previous weeks..
S2309,6,yes,1.0,I think I understand the main concepts from this exercise..
S2309,7,yes,0.0,The examples in class really helped me understand the concepts better..
S2309,8,yes,3.0,I followed the instructions and addressed all the requirements..
S2309,9,yes,1.0,I reviewed the readings and completed the analysis..
S2309,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2309,11,yes,2.0,I completed the assignment based on the course materials..
S2309,12,yes,0.0,I completed the assignment based on the course materials..
S2309,13,yes,0.0,This connects well with what we studied in previous weeks..
S2309,14,yes,1.0,I completed the assignment based on the course materials..
S2309,15,yes,0.0,I tried to apply the methods we discussed in class..
S2309,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2310,1,yes,2.0,I think I understand the main concepts from this exercise..
S2310,2,yes,0.0,I followed the instructions and addressed all the requirements..
S2310,3,yes,0.0,I followed the instructions and addressed all the requirements..
S2310,4,yes,1.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2310,5,yes,1.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2310,6,yes,1.0,I tried to apply the methods we discussed in class..
S2310,7,yes,3.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2310,8,yes,0.0,I think I understand the main concepts from this exercise..
S2310,9,no,,
S2310,10,yes,0.0,I reviewed the readings and completed the analysis..
S2310,11,yes,0.0,I completed the assignment based on the course materials..
S2310,12,yes,1.0,I tried to apply the methods we discussed in class..
S2310,13,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2310,14,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2310,15,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2310,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2311,1,yes,1.0,This connects well with what we studied in previous weeks..
S2311,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2311,3,no,,
S2311,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2311,5,yes,3.0,I followed the instructions and addressed all the requirements..
S2311,6,yes,1.0,I followed the instructions and addressed all the requirements..
S2311,7,no,,
S2311,8,yes,0.0,I completed the assignment based on the course materials..
S2311,9,yes,2.0,I followed the instructions and addressed all the requirements..
S2311,10,yes,1.0,I reviewed the readings and completed the analysis..
S2311,11,yes,2.0,I followed the guidelines..
S2311,12,no,,
S2311,13,no,,
S2311,14,yes,1.0,I submitted the work..
S2311,15,yes,1.0,I turned in the assignment..
S2311,16,yes,3.0,I completed what was asked for..
S2312,1,yes,0.0,I think I understand the main concepts from this exercise..
S2312,2,yes,0.0,I reviewed the readings and completed the analysis..
S2312,3,yes,0.0,I reviewed the readings and completed the analysis..
S2312,4,yes,1.0,I think I understand the main concepts from this exercise..
S2312,5,yes,2.0,I followed the instructions and addressed all the requirements..
S2312,6,yes,2.0,I reviewed the readings and completed the analysis..
S2312,7,yes,2.0,I think I understand the main concepts from this exercise..
S2312,8,yes,0.0,I reviewed the readings and completed the analysis..
S2312,9,yes,0.0,I reviewed the readings and completed the analysis..
S2312,10,yes,0.0,I tried to apply the methods we discussed in class..
S2312,11,no,,
S2312,12,yes,1.0,I tried to apply the methods we discussed in class..
S2312,13,yes,2.0,I completed the assignment based on the course materials..
S2312,14,yes,0.0,I followed the instructions and addressed all the requirements..
S2312,15,yes,0.0,I followed the instructions and addressed all the requirements..
S2312,16,yes,1.0,I tried to apply the methods we discussed in class..
S2313,1,yes,3.0,I tried to apply the methods we discussed in class..
S2313,2,yes,0.0,I think I understand the main concepts from this exercise..
S2313,3,yes,1.0,I tried to apply the methods we discussed in class..
S2313,4,yes,0.0,I followed the instructions and addressed all the requirements..
S2313,5,yes,2.0,I followed the instructions and addressed all the requirements..
S2313,6,yes,0.0,I completed the assignment based on the course materials..
S2313,7,no,,
S2313,8,yes,1.0,I reviewed the readings and completed the analysis..
S2313,9,yes,1.0,I completed the assignment based on the course materials..
S2313,10,yes,2.0,I tried to apply the methods we discussed in class..
S2313,11,yes,0.0,I completed the assignment based on the course materials..
S2313,12,no,,
S2313,13,yes,1.0,I think I understand the main concepts from this exercise..
S2313,14,yes,1.0,I reviewed the readings and completed the analysis..
S2313,15,yes,2.0,I followed the instructions and addressed all the requirements..
S2313,16,yes,0.0,I tried to apply the methods we discussed in class..
S2314,1,no,,
S2314,2,yes,2.0,I tried to apply the methods we discussed in class..
S2314,3,yes,1.0,This connects well with what we studied in previous weeks..
S2314,4,yes,0.0,I completed the assignment based on the course materials..
S2314,5,yes,0.0,I reviewed the readings and completed the analysis..
S2314,6,yes,2.0,I tried to apply the methods we discussed in class..
S2314,7,yes,0.0,I think I understand the main concepts from this exercise..
S2314,8,yes,0.0,I tried to apply the methods we discussed in class..
S2314,9,yes,1.0,I tried to apply the methods we discussed in class..
S2314,10,yes,3.0,I tried to apply the methods we discussed in class..
S2314,11,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2314,12,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2314,13,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2314,14,no,,
S2314,15,yes,1.0,I think I understand the main concepts from this exercise..
